DATA,UNIDADE,PRECO
2020-10-23,arroba,116.42
2020-10-26,arroba,117.27
2020-10-27,arroba,117.27
2020-10-28,arroba,117.27
2020-10-29,arroba,117.27
2020-11-03,arroba,117.27
2020-11-04,arroba,117.27
2020-11-05,arroba,117.27
2020-11-06,arroba,117.27
2020-11-09,arroba,117.27
2020-11-10,arroba,130.86
2020-11-11,arroba,130.86
2020-11-12,arroba,124.06
2020-11-13,arroba,124.06
2020-11-16,arroba,124.0
2020-11-17,arroba,124.0
2020-11-18,arroba,124.0
2020-11-19,arroba,124.0
2020-11-20,arroba,124.06
2020-11-23,arroba,124.06
2020-11-24,arroba,129.16
2020-11-25,arroba,129.16
2020-11-26,arroba,129.16
2020-11-27,arroba,129.16
2020-11-30,arroba,129.16
2020-12-01,arroba,129.16
2020-12-02,arroba,129.16
2020-12-03,arroba,129.16
2020-12-04,arroba,129.16
2020-12-07,arroba,129.16
2020-12-08,arroba,129.16
2020-12-09,arroba,129.16
2020-12-10,arroba,129.16
2020-12-11,arroba,129.16
2020-12-14,arroba,129.16
2020-12-15,arroba,129.16
2020-12-16,arroba,129.16
2020-12-17,arroba,129.16
2020-12-18,arroba,129.16
2020-12-21,arroba,129.16
2020-12-22,arroba,129.16
2020-12-23,arroba,129.16
2020-12-28,arroba,132.56
2020-12-29,arroba,132.56
2020-12-30,arroba,132.56
2021-01-04,arroba,132.56
2021-01-05,arroba,132.56
2021-01-06,arroba,132.56
2021-01-07,arroba,132.56
2021-01-08,arroba,132.56
2021-01-12,arroba,132.56
2021-01-13,arroba,132.56
2021-01-14,arroba,149.56
2021-01-15,arroba,149.56
2021-01-18,arroba,149.56
2021-01-19,arroba,152.96
2021-01-20,arroba,152.96
2021-01-21,arroba,152.96
2021-01-22,arroba,152.96
2021-01-25,arroba,152.96
2021-01-26,arroba,152.96
2021-01-27,arroba,152.96
2021-01-28,arroba,152.96
2021-01-29,arroba,155.67
2021-02-01,arroba,155.67
2021-02-02,arroba,155.67
2021-02-03,arroba,155.67
2021-02-04,arroba,155.67
2021-02-05,arroba,155.67
2021-02-08,arroba,155.67
2021-02-09,arroba,155.67
2021-02-10,arroba,155.67
2021-02-11,arroba,155.67
2021-02-16,arroba,155.67
2021-02-17,arroba,155.67
2021-02-18,arroba,164.85
2021-02-19,arroba,164.85
2021-02-22,arroba,164.85
2021-02-23,arroba,169.95
2021-02-24,arroba,169.95
2021-02-25,arroba,169.95
2021-02-26,arroba,169.95
2021-03-01,arroba,169.95
2021-03-02,arroba,175.05
2021-03-03,arroba,175.05
2021-03-04,arroba,175.05
2021-03-05,arroba,175.05
2021-03-08,arroba,175.05
2021-03-09,arroba,175.05
2021-03-10,arroba,175.05
2021-03-11,arroba,175.05
2021-03-12,arroba,175.05
2021-03-15,arroba,175.05
2021-03-16,arroba,169.95
2021-03-17,arroba,169.95
2021-03-18,arroba,169.95
2021-03-19,arroba,169.95
2021-03-22,arroba,169.95
2021-03-23,arroba,169.95
2021-03-24,arroba,169.95
2021-03-25,arroba,163.15
2021-03-26,arroba,163.15
2021-03-29,arroba,163.15
2021-03-30,arroba,163.15
2021-03-31,arroba,163.15
2021-04-05,arroba,163.15
2021-04-06,arroba,163.15
2021-04-07,arroba,163.15
2021-04-08,arroba,164.85
2021-04-09,arroba,164.85
2021-04-12,arroba,164.85
2021-04-13,arroba,164.85
2021-04-14,arroba,164.85
2021-04-15,arroba,164.85
2021-04-16,arroba,164.85
2021-04-19,arroba,164.85
2021-04-20,arroba,171.65
2021-04-22,arroba,171.65
2021-04-23,arroba,171.65
2021-04-26,arroba,171.65
2021-04-27,arroba,171.65
2021-04-28,arroba,171.65
2021-04-29,arroba,171.65
2021-04-30,arroba,171.65
2021-05-03,arroba,171.65
2021-05-04,arroba,171.65
2021-05-05,arroba,173.35
2021-05-06,arroba,173.35
2021-05-07,arroba,173.35
2021-05-10,arroba,173.35
2021-05-11,arroba,173.35
2021-05-12,arroba,173.35
2021-05-13,arroba,173.35
2021-05-14,arroba,175.05
2021-05-17,arroba,175.05
2021-05-18,arroba,175.05
2021-05-19,arroba,175.05
2021-05-20,arroba,173.35
2021-05-21,arroba,173.35
2021-05-24,arroba,173.35
2021-05-25,arroba,173.35
2021-05-26,arroba,173.35
2021-05-27,arroba,173.35
2021-05-28,arroba,173.35
2021-05-31,arroba,173.35
2021-06-01,arroba,173.35
2021-06-02,arroba,173.35
2021-06-04,arroba,173.35
2021-06-07,arroba,173.35
2021-06-08,arroba,173.35
2021-06-09,arroba,173.35
2021-06-10,arroba,173.35
2021-06-11,arroba,173.35
2021-06-14,arroba,173.35
2021-06-15,arroba,173.35
2021-06-16,arroba,169.27
2021-06-17,arroba,169.27
2021-06-18,arroba,169.27
2021-06-21,arroba,169.27
2021-06-22,arroba,169.27
2021-06-23,arroba,169.27
2021-06-25,arroba,169.27
2021-06-28,arroba,169.27
2021-06-29,arroba,169.27
2021-06-30,arroba,169.27
2021-07-01,arroba,169.27
2021-07-05,arroba,169.27
2021-07-06,arroba,169.27
2021-07-07,arroba,169.27
2021-07-08,arroba,169.27
2021-07-12,arroba,169.27
2021-07-13,arroba,169.27
2021-07-14,arroba,169.27
2021-07-15,arroba,169.27
2021-07-16,arroba,169.95
2021-07-19,arroba,169.95
2021-07-20,arroba,169.95
2021-07-21,arroba,169.95
2021-07-22,arroba,169.95
2021-07-23,arroba,171.65
2021-07-26,arroba,171.65
2021-07-27,arroba,171.65
2021-07-28,arroba,171.65
2021-07-29,arroba,171.65
2021-07-30,arroba,171.65
2021-08-02,arroba,171.65
2021-08-03,arroba,171.65
2021-08-04,arroba,171.65
2021-08-05,arroba,171.65
2021-08-06,arroba,171.65
2021-08-09,arroba,171.65
2021-08-10,arroba,171.65
2021-08-11,arroba,171.65
2021-08-12,arroba,171.65
2021-08-13,arroba,171.65
2021-08-16,arroba,171.65
2021-08-17,arroba,171.65
2021-08-18,arroba,171.65
2021-08-19,arroba,171.65
2021-08-20,arroba,171.65
2021-08-23,arroba,171.65
2021-08-24,arroba,171.65
2021-08-25,arroba,171.65
2021-08-26,arroba,171.65
2021-08-27,arroba,171.65
2021-08-30,arroba,171.65
2021-08-31,arroba,171.65
2021-09-01,arroba,171.65
2021-09-02,arroba,171.65
2021-09-03,arroba,171.65
2021-09-06,arroba,171.65
2021-09-08,arroba,171.65
2021-09-09,arroba,171.65
2021-09-10,arroba,171.65
2021-09-13,arroba,171.65
2021-09-14,arroba,171.65
2021-09-15,arroba,171.65
2021-09-16,arroba,171.65
2021-09-17,arroba,171.65
2021-09-20,arroba,171.65
2021-09-21,arroba,171.65
2021-09-22,arroba,171.65
2021-09-23,arroba,171.65
2021-09-24,arroba,171.65
2021-09-27,arroba,171.65
2021-09-28,arroba,171.65
2021-09-29,arroba,171.65
2021-09-30,arroba,171.65
2021-10-01,arroba,171.65
2021-10-04,arroba,171.65
2021-10-05,arroba,171.65
2021-10-06,arroba,171.65
2021-10-07,arroba,171.65
2021-10-08,arroba,171.65
2021-10-13,arroba,171.65
2021-10-14,arroba,171.65
2021-10-15,arroba,171.65
2021-10-18,arroba,171.65
2021-10-19,arroba,171.65
2021-10-20,arroba,171.65
2021-10-21,arroba,171.65
2021-10-22,arroba,171.65
2021-10-25,arroba,171.65
2021-10-26,arroba,171.65
2021-10-27,arroba,171.65
2021-10-28,arroba,171.65
2021-10-29,arroba,171.65
2021-11-03,arroba,171.65
2021-11-04,arroba,171.65
2021-11-05,arroba,171.65
2021-11-08,arroba,179.4
2021-11-09,arroba,179.4
2021-11-10,arroba,179.4
2021-11-11,arroba,189.5
2021-11-12,arroba,189.0
2021-11-16,arroba,189.0
2021-11-17,arroba,191.0
2021-11-18,arroba,191.0
2021-11-19,arroba,191.0
2021-11-20,arroba,195.0
2021-11-22,arroba,191.0
2021-11-23,arroba,195.0
2021-11-24,arroba,195.0
2021-11-25,arroba,195.0
2021-11-26,arroba,195.0
2021-11-29,arroba,195.0
2021-11-30,arroba,195.0
2021-12-01,arroba,195.0
2021-12-02,arroba,195.0
2021-12-03,arroba,195.0
2021-12-06,arroba,195.0
2021-12-07,arroba,195.0
2021-12-09,arroba,189.0
2021-12-10,arroba,189.0
2021-12-13,arroba,189.0
2021-12-14,arroba,189.0
2021-12-15,arroba,189.0
2021-12-16,arroba,189.0
2021-12-17,arroba,189.0
2021-12-20,arroba,189.0
2021-12-21,arroba,203.5
2021-12-22,arroba,203.5
2021-12-23,arroba,203.5
2021-12-27,arroba,203.5
2021-12-28,arroba,203.5
2021-12-29,arroba,203.5
2022-01-03,arroba,203.5
2022-01-04,arroba,203.5
2022-01-05,arroba,203.5
2022-01-06,arroba,203.5
2022-01-07,arroba,203.5
2022-01-10,arroba,203.5
2022-01-11,arroba,198.0
2022-01-12,arroba,198.0
2022-01-13,arroba,198.0
2022-01-14,arroba,198.0
2022-01-17,arroba,198.0
2022-01-18,arroba,198.0
2022-01-19,arroba,201.0
2022-01-20,arroba,201.0
2022-01-21,arroba,201.0
2022-01-24,arroba,201.0
2022-01-25,arroba,201.0
2022-01-26,arroba,201.0
2022-01-27,arroba,201.0
2022-01-28,arroba,186.0
2022-01-31,arroba,210.0
2022-02-01,arroba,210.0
2022-02-02,arroba,210.0
2022-02-03,arroba,210.0
2022-02-04,arroba,210.0
2022-02-07,arroba,211.5
2022-02-08,arroba,211.5
2022-02-09,arroba,211.5
2022-02-10,arroba,211.5
2022-02-11,arroba,211.5
2022-02-14,arroba,198.0
2022-02-15,arroba,198.0
2022-02-16,arroba,205.5
2022-02-17,arroba,203.4
2022-02-18,arroba,203.4
2022-02-21,arroba,203.4
2022-02-22,arroba,203.4
2022-02-23,arroba,205.5
2022-02-24,arroba,203.4
2022-02-25,arroba,203.4
2022-02-28,arroba,203.4
2022-03-01,arroba,203.4
2022-03-02,arroba,203.4
2022-03-03,arroba,203.4
2022-03-04,arroba,203.4
2022-03-07,arroba,204.0
2022-03-08,arroba,204.0
2022-03-09,arroba,198.0
2022-03-10,arroba,198.0
2022-03-11,arroba,198.0
2022-03-14,arroba,198.0
2022-03-15,arroba,198.0
2022-03-16,arroba,204.0
2022-03-17,arroba,204.0
2022-03-18,arroba,204.0
2022-03-21,arroba,216.0
2022-03-22,arroba,216.0
2022-03-23,arroba,210.0
2022-03-24,arroba,210.0
2022-03-25,arroba,210.0
2022-03-28,arroba,210.0
2022-03-29,arroba,210.0
2022-03-30,arroba,214.5
2022-03-31,arroba,214.5
2022-04-01,arroba,214.5
2022-04-04,arroba,219.0
2022-04-05,arroba,219.0
2022-04-06,arroba,219.0
2022-04-07,arroba,222.0
2022-04-08,arroba,222.0
2022-04-11,arroba,219.0
2022-04-12,arroba,219.0
2022-04-13,arroba,214.5
2022-04-14,arroba,214.5
2022-04-18,arroba,214.5
2022-04-19,arroba,228.0
2022-04-20,arroba,217.5
2022-04-22,arroba,217.5
2022-04-25,arroba,217.5
2022-04-26,arroba,217.5
2022-04-27,arroba,217.5
2022-04-28,arroba,217.5
2022-04-29,arroba,217.5
2022-05-02,arroba,217.5
2022-05-03,arroba,217.5
2022-05-04,arroba,217.5
2022-05-05,arroba,217.5
2022-05-06,arroba,217.5
2022-05-09,arroba,228.0
2022-05-10,arroba,232.5
2022-05-11,arroba,232.5
2022-05-12,arroba,229.5
2022-05-13,arroba,229.5
2022-05-16,arroba,229.5
2022-05-17,arroba,225.0
2022-05-18,arroba,225.0
2022-05-19,arroba,228.0
2022-05-20,arroba,228.0
2022-05-23,arroba,228.0
2022-05-24,arroba,228.0
2022-05-25,arroba,228.0
2022-05-26,arroba,228.0
2022-05-27,arroba,228.0
2022-05-30,arroba,228.0
2022-05-31,arroba,228.0
2022-06-01,arroba,228.0
2022-06-02,arroba,229.5
2022-06-03,arroba,229.5
2022-06-06,arroba,234.0
2022-06-07,arroba,206.0
2022-06-08,arroba,222.0
2022-06-09,arroba,222.0
2022-06-10,arroba,222.0
2022-06-13,arroba,222.0
2022-06-14,arroba,222.0
2022-06-15,arroba,222.0
2022-06-20,arroba,222.0
2022-06-21,arroba,222.0
2022-06-22,arroba,210.0
2022-06-27,arroba,210.0
2022-06-28,arroba,174.0
2022-06-29,arroba,174.0
2022-06-30,arroba,174.0
2022-07-01,arroba,189.0
2022-07-04,arroba,189.0
2022-07-05,arroba,189.0
2022-07-06,arroba,189.0
2022-07-07,arroba,189.0
2022-07-08,arroba,189.0
2022-07-11,arroba,189.0
2022-07-12,arroba,168.0
2022-07-13,arroba,168.0
2022-07-14,arroba,168.0
2022-07-15,arroba,168.0
2022-07-18,arroba,162.0
2022-07-19,arroba,162.0
2022-07-20,arroba,162.0
2022-07-21,arroba,172.5
2022-07-22,arroba,172.5
2022-07-25,arroba,172.5
2022-07-26,arroba,172.5
2022-07-27,arroba,172.5
2022-07-28,arroba,172.5
2022-07-29,arroba,172.5
2022-08-01,arroba,172.5
2022-08-02,arroba,172.5
2022-08-03,arroba,172.5
2022-08-04,arroba,172.5
2022-08-05,arroba,162.0
2022-08-08,arroba,162.0
2022-08-09,arroba,168.0
2022-08-10,arroba,168.0
2022-08-11,arroba,168.0
2022-08-12,arroba,168.0
2022-08-15,arroba,168.0
2022-08-16,arroba,168.0
2022-08-17,arroba,186.0
2022-08-18,arroba,186.0
2022-08-19,arroba,186.0
2022-08-22,arroba,186.0
2022-08-23,arroba,208.2
2022-08-24,arroba,208.2
2022-08-25,arroba,208.2
2022-08-26,arroba,208.0
2022-08-29,arroba,208.0
2022-08-30,arroba,206.0
2022-08-31,arroba,206.0
2022-09-01,arroba,206.0
2022-09-02,arroba,206.0
2022-09-05,arroba,206.0
2022-09-06,arroba,198.0
2022-09-08,arroba,192.0
2022-09-09,arroba,192.9
2022-09-12,arroba,185.4
2022-09-13,arroba,185.4
2022-09-14,arroba,185.4
2022-09-16,arroba,185.4
2022-09-19,arroba,185.4
2022-09-20,arroba,185.4
2022-09-21,arroba,185.4
2022-09-22,arroba,171.0
2022-09-23,arroba,171.0
2022-09-27,arroba,171.0
2022-09-28,arroba,175.5
2022-09-29,arroba,175.5
2022-09-30,arroba,175.5
2022-10-03,arroba,156.0
2022-10-04,arroba,162.0
2022-10-05,arroba,162.0
2022-10-06,arroba,162.0
2022-10-07,arroba,162.0
2022-10-10,arroba,162.0
2022-10-11,arroba,162.0
2022-10-13,arroba,157.5
2022-10-14,arroba,157.5
2022-10-17,arroba,157.5
2022-10-18,arroba,153.0
2022-10-19,arroba,153.0
2022-10-20,arroba,153.0
2022-10-21,arroba,150.0
2022-10-24,arroba,150.0
2022-10-25,arroba,150.0
2022-10-26,arroba,150.0
2022-10-27,arroba,150.0
2022-10-28,arroba,150.0
2022-10-31,arroba,132.0
2022-11-01,arroba,132.0
2022-11-03,arroba,132.0
2022-11-04,arroba,132.0
2022-11-07,arroba,132.0
2022-11-08,arroba,132.0
2022-11-09,arroba,132.0
2022-11-10,arroba,132.0
2022-11-16,arroba,132.0
2022-11-17,arroba,132.0
2022-11-18,arroba,132.0
2022-11-21,arroba,132.0
2022-11-22,arroba,153.0
2022-11-23,arroba,156.0
2022-11-24,arroba,156.0
2022-11-25,arroba,156.0
2022-11-28,arroba,156.0
2022-11-29,arroba,156.0
2022-11-30,arroba,144.0
2022-12-01,arroba,144.0
2022-12-02,arroba,144.0
2022-12-03,arroba,144.0
2022-12-05,arroba,159.0
2022-12-06,arroba,159.0
2022-12-07,arroba,159.0
2022-12-12,arroba,154.2
2022-12-13,arroba,154.2
2022-12-14,arroba,154.2
2022-12-15,arroba,154.2
2022-12-16,arroba,154.2
2022-12-19,arroba,154.2
2022-12-20,arroba,154.2
2022-12-21,arroba,154.2
2022-12-22,arroba,154.2
2022-12-23,arroba,165.0
2022-12-26,arroba,165.0
2022-12-27,arroba,165.0
2022-12-28,arroba,165.0
2022-12-29,arroba,165.0
2022-12-30,arroba,165.0
2023-01-02,arroba,165.0
2023-01-03,arroba,165.0
2023-01-04,arroba,165.0
2023-01-05,arroba,165.0
2023-01-06,arroba,165.0
2023-01-09,arroba,166.5
2023-01-10,arroba,166.5
2023-01-11,arroba,166.5
2023-01-12,arroba,166.5
2023-01-13,arroba,168.0
2023-01-16,arroba,168.0
2023-01-17,arroba,168.0
2023-01-18,arroba,168.0
2023-01-19,arroba,168.0
2023-01-20,arroba,164.7
2023-01-23,arroba,164.7
2023-01-24,arroba,164.7
2023-01-25,arroba,164.7
2023-01-26,arroba,164.7
2023-01-27,arroba,164.7
2023-01-30,arroba,164.7
2023-01-31,arroba,163.5
2023-02-01,arroba,157.5
2023-02-02,arroba,157.5
2023-02-03,arroba,157.5
2023-02-06,arroba,157.5
2023-02-07,arroba,157.5
2023-02-08,arroba,157.5
2023-02-09,arroba,157.5
2023-02-10,arroba,157.5
2023-02-13,arroba,157.5
2023-02-14,arroba,157.5
2023-02-15,arroba,157.5
2023-02-16,arroba,157.5
2023-02-23,arroba,157.5
2023-02-24,arroba,157.5
2023-02-27,arroba,157.5
2023-02-28,arroba,157.5
2023-03-01,arroba,157.5
2023-03-02,arroba,157.5
2023-03-03,arroba,157.5
2023-03-06,arroba,157.5
2023-03-07,arroba,157.5
2023-03-08,arroba,157.5
2023-03-09,arroba,157.5
2023-03-10,arroba,157.5
2023-03-13,arroba,157.5
2023-03-14,arroba,157.5
2023-03-15,arroba,157.5
2023-03-16,arroba,157.5
2023-03-17,arroba,157.5
2023-03-20,arroba,157.5
2023-03-21,arroba,157.0
2023-03-22,arroba,157.5
2023-03-23,arroba,157.5
2023-03-24,arroba,157.5
2023-03-27,arroba,157.5
2023-03-28,arroba,157.5
2023-03-29,arroba,157.5
2023-03-30,arroba,157.5
2023-03-31,arroba,157.5
2023-04-03,arroba,157.5
2023-04-04,arroba,157.5
2023-04-05,arroba,157.5
2023-04-06,arroba,157.5
2023-04-10,arroba,157.5
2023-04-11,arroba,157.5
2023-04-12,arroba,157.5
2023-04-13,arroba,157.5
2023-04-14,arroba,157.5
2023-04-17,arroba,157.5
2023-04-18,arroba,157.5
2023-04-19,arroba,157.5
2023-04-20,arroba,157.5
2023-04-24,arroba,157.5
2023-04-25,arroba,157.5
2023-04-26,arroba,157.5
2023-04-27,arroba,157.5
2023-04-28,arroba,157.5
2023-05-02,arroba,157.5
2023-05-03,arroba,157.5
2023-05-04,arroba,157.5
2023-05-05,arroba,157.5
2023-05-08,arroba,157.5
2023-05-09,arroba,157.5
2023-05-10,arroba,157.5
2023-05-11,arroba,157.5
2023-05-12,arroba,157.5
2023-05-15,arroba,157.5
2023-05-16,arroba,157.5
2023-05-17,arroba,157.5
2023-05-18,arroba,157.5
2023-05-19,arroba,157.5
2023-05-22,arroba,157.5
2023-05-23,arroba,157.5
2023-05-24,arroba,157.5
2023-05-25,arroba,157.5
2023-05-26,arroba,157.5
2023-05-29,arroba,157.5
2023-05-30,arroba,157.5
2023-05-31,arroba,157.5
